job_id,company,company_rating,location,company_size,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,scrapped_date,salary_avg_estimate_yr,job_state,desc_len,simple_job_title,generated_skills,simple_skills,num_keywords
1009104176977,Pappas Restaurants,4.0,"Houston, TX",10000+ Employees,Company - Private,Restaurants & Cafes,Restaurants & Food Service,$100 to $500 million (USD),3.9,3.2,3.9,3.5,3.1,2024-02-16,71681.0,TX,3234,Data Analyst,"['{""key_words"": [""data analytics"", ""data visualization"", ""dashboards"", ""KPIs & metrics reporting"", ""SQL"", ""SSIS"", ""SSRS"", ""structured data concepts"", ""unstructured data concepts"", ""OLAP tools"", ""IBM Planning Analytics"", ""Python"", ""data extraction"", ""transformation"", ""loading (ETL)""]}']","{""key_words"": [""data analytics"", ""data visualization"", ""dashboards"", ""KPIs & metrics reporting"", ""SQL"", ""SSIS"", ""SSRS"", ""structured data concepts"", ""unstructured data concepts"", ""OLAP tools"", ""IBM Planning Analytics"", ""Python"", ""data extraction"", ""transformation"", ""loading (ETL)""]}",15
1009113725785,UNITED NEGRO COLLEGE FUND,3.0,"Washington, DC",201 to 500 Employees,Company - Private,Civic & Social Services,Nonprofit & NGO,Unknown / Non-Applicable,2.7,3.7,3.1,3.0,2.8,2024-02-16,62550.0,DC,5502,Data Analyst,"['{""key_words"": [""research methods"", ""data analysis"", ""statistics"", ""data science"", ""qualitative research"", ""quantitative research"", ""data visualization"", ""Excel"", ""PowerPoint"", ""SPSS"", ""R"", ""IPEDS"", ""Salesforce""]}']","{""key_words"": [""research methods"", ""data analysis"", ""statistics"", ""data science"", ""qualitative research"", ""quantitative research"", ""data visualization"", ""Excel"", ""PowerPoint"", ""SPSS"", ""R"", ""IPEDS"", ""Salesforce""]}",13
1009127985358,COGNIZE TECH SOLUTIONS,2.0,Remote,51 to 200 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,2.0,2.0,2.0,2.0,2.0,2024-02-16,72500.0,Remote,986,Data Analyst,"['{""key_words"": [""SQL"", ""Python""]}']","{""key_words"": [""SQL"", ""Python""]}",2
1009113062180,Eon,4.1,Remote,1 to 50 Employees,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.8,3.6,3.8,3.3,3.8,2024-02-16,120000.0,Remote,4057,Senior Data Analyst,"['{""key_words"": [""SQL"", ""Python"", ""Pandas"", ""Statistics"", ""Data mining"", ""Healthcare"", ""EHR"", ""Dataset"", ""Annotation"", ""Prodigy"", ""Brat"", ""NoSQL"", ""Elasticsearch"", ""Jupyter"", ""Unix Shell"", ""Matplotlib"", ""Seaborn"", ""ggplot"", ""Tableau"", ""HL7""]}']","{""key_words"": [""SQL"", ""Python"", ""Pandas"", ""Statistics"", ""Data mining"", ""Healthcare"", ""EHR"", ""Dataset"", ""Annotation"", ""Prodigy"", ""Brat"", ""NoSQL"", ""Elasticsearch"", ""Jupyter"", ""Unix Shell"", ""Matplotlib"", ""Seaborn"", ""ggplot"", ""Tableau"", ""HL7""]}",20
1008923350456,Savant Wealth Management,4.0,"Rockford, IL",201 to 500 Employees,Company - Private,Investment & Asset Management,Financial Services,$25 to $100 million (USD),3.8,3.1,4.1,3.3,4.0,2024-02-16,69718.0,IL,5051,Data Analyst,"['{""key_words"": [""data science"", ""digital marketing"", ""Tableau"", ""Savant’s KPI’s"", ""Salesforce"", ""database structure"", ""data mining"", ""Google Analytics 4.0""]}']","{""key_words"": [""data science"", ""digital marketing"", ""Tableau"", ""Savant’s KPI’s"", ""Salesforce"", ""database structure"", ""data mining"", ""Google Analytics 4.0""]}",8
1009014626152,Genuine Health Group,4.1,"Coral Gables, FL",1 to 50 Employees,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,3.5,3.9,4.3,3.3,4.1,2024-02-16,85000.0,FL,4799,Senior Data Analyst,"['{""key_words"": [""data analysis"", ""data mining"", ""data modeling"", ""data architecture"", ""data sets"", ""data management"", ""data quality"", ""data audits"", ""data requirements"", ""data science"", ""data visualization"", ""data warehousing"", ""data warehouses"", ""databases"", ""SQL"", ""T-SQL"", ""Excel"", ""Power BI"", ""BI"", ""PivotTables"", ""SSMS"", ""relational databases"", ""derived tables"", ""stored procedures"", ""fact tables"", ""dimension tables""]}']","{""key_words"": [""data analysis"", ""data mining"", ""data modeling"", ""data architecture"", ""data sets"", ""data management"", ""data quality"", ""data audits"", ""data requirements"", ""data science"", ""data visualization"", ""data warehousing"", ""data warehouses"", ""databases"", ""SQL"", ""T-SQL"", ""Excel"", ""Power BI"", ""BI"", ""PivotTables"", ""SSMS"", ""relational databases"", ""derived tables"", ""stored procedures"", ""fact tables"", ""dimension tables""]}",26
1009102280932,Wolfe Eye Clinic,3.2,"West Des Moines, IA",Unknown,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,2.9,3.2,3.0,2.9,3.5,2024-02-16,63537.0,IA,2073,Data Analyst,"['{""key_words"": [""data analysis"", ""data accuracy checks"", ""database programs"", ""analytic tools"", ""Microsoft Excel"", ""SQL"", ""statistical software"", ""Python"", ""R""]}']","{""key_words"": [""data analysis"", ""data accuracy checks"", ""database programs"", ""analytic tools"", ""Microsoft Excel"", ""SQL"", ""statistical software"", ""Python"", ""R""]}",9
1009129735939,Cilable,,"Richmond, VA",1 to 50 Employees,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,109200.0,VA,2856,Senior Data Analyst,"['{""key_words"": [""SQL queries"", ""MS Excel"", ""Tableau"", ""Power BI"", ""data models"", ""database design""]}']","{""key_words"": [""SQL queries"", ""MS Excel"", ""Tableau"", ""Power BI"", ""data models"", ""database design""]}",6
1009128149330,Black Mamba Rod Lift,,"Oklahoma City, OK",Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,87500.0,OK,2830,Data Analyst,"['{""key_words"": [""data analysis""]}']","{""key_words"": [""data analysis""]}",1
1009129819303,TEKsystems,3.8,"Marietta, GA",1001 to 5000 Employees,Subsidiary or Business Segment,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),3.8,3.5,3.8,3.6,3.7,2024-02-16,66675.0,GA,2055,Data Analyst,"['{""key_words"": [""Sql"", ""Data analysis"", ""Excel"", ""QuickBooks""]}']","{""key_words"": [""Sql"", ""Data analysis"", ""Excel"", ""QuickBooks""]}",4
1009126226776,Tekni-Plex,3.2,"Wayne, PA",1001 to 5000 Employees,Company - Private,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),2.9,3.4,2.7,2.5,2.8,2024-02-16,73000.0,PA,2654,Data Analyst,"['{""key_words"": [""data governance"", ""data management"", ""data maintenance"", ""data analysis"", ""data collection"", ""data organization"", ""master data"", ""business rules"", ""data processes"", ""data integrity"", ""Microsoft Excel"", ""PowerPoint"", ""Word"", ""Power BI"", ""Salesforce.com""]}']","{""key_words"": [""data governance"", ""data management"", ""data maintenance"", ""data analysis"", ""data collection"", ""data organization"", ""master data"", ""business rules"", ""data processes"", ""data integrity"", ""Microsoft Excel"", ""PowerPoint"", ""Word"", ""Power BI"", ""Salesforce.com""]}",15
1009129883189,Leadstack Inc,4.4,"Rosemead, CA",51 to 200 Employees,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.4,4.3,4.4,4.3,4.7,2024-02-16,53164.8,CA,1673,Data Analyst,"['{""key_words"": [""SAS"", ""Power BI"", ""Access"", ""Data Science"", ""Data Analytics""]}']","{""key_words"": [""SAS"", ""Power BI"", ""Access"", ""Data Science"", ""Data Analytics""]}",5
1009129730753,YSI,3.9,"Richmond, VA",10000+ Employees,Company - Public,Machinery Manufacturing,Manufacturing,$1 to $5 billion (USD),3.5,3.6,3.7,3.3,3.8,2024-02-16,82500.0,VA,4283,Data Analyst,"['{""key_words"": [""SQL"", ""Data models"", ""Database design"", ""Excel"", ""Tableau"", ""Power BI"", ""Healthcare data""]}']","{""key_words"": [""SQL"", ""Data models"", ""Database design"", ""Excel"", ""Tableau"", ""Power BI"", ""Healthcare data""]}",7
1009129849035,St Jardins,,"Richmond, VA",Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,108160.0,VA,2022,Data Analyst,"['{""key_words"": [""data models"", ""database design"", ""SQL queries"", ""Tableau"", ""PowerBI"", ""Excel"", ""data analysis""]}']","{""key_words"": [""data models"", ""database design"", ""SQL queries"", ""Tableau"", ""PowerBI"", ""Excel"", ""data analysis""]}",7
1009129721033,Vaden Automotive,3.4,"Savannah, GA",201 to 500 Employees,Company - Private,Vehicle Dealers,Retail & Wholesale,$25 to $100 million (USD),3.3,3.5,3.3,3.5,3.3,2024-02-16,39520.0,GA,3020,Data Analyst,[') (4)'],"{""key_words"": [""data analysis""]}",1
1009129769648,Zenith Services,4.3,"Bentonville, AR",1 to 50 Employees,Company - Private,Business Consulting,Management & Consulting,Less than $1 million (USD),4.8,4.2,4.1,4.2,4.2,2024-02-16,101920.0,AR,1320,Senior Data Analyst,"['{""key_words"": [""Data Analysis"", ""Dimensional Modelling"", ""Data Analytics"", ""Data Discovery"", ""Data Quality Tests"", ""Data Design"", ""HiveQL"", ""SQL"", ""Confluence""]}']","{""key_words"": [""Data Analysis"", ""Dimensional Modelling"", ""Data Analytics"", ""Data Discovery"", ""Data Quality Tests"", ""Data Design"", ""HiveQL"", ""SQL"", ""Confluence""]}",9
1009129376133,"Precor, Incorporated",3.1,"Woodinville, WA",Unknown,Subsidiary or Business Segment,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,2.9,3.2,3.2,2.9,3.5,2024-02-16,104500.0,WA,5667,Senior Data Analyst,"['{""key_words"": [""SAP"", ""Business Objects"", ""Microsoft Power BI"", ""Tableau"", ""Adaptive Insights"", ""financial reporting""]}']","{""key_words"": [""SAP"", ""Business Objects"", ""Microsoft Power BI"", ""Tableau"", ""Adaptive Insights"", ""financial reporting""]}",6
1009120275587,Continental Flowers,2.7,"Doral, FL",1 to 50 Employees,Company - Private,Taxi & Car Services,Transportation & Logistics,$25 to $100 million (USD),2.6,2.8,2.7,2.7,3.0,2024-02-16,32240.0,FL,1240,Data Analyst,"['{""key_words"": [""Microsoft Excel""]}']","{""key_words"": [""Microsoft Excel""]}",1
1009128462737,Dash Solutions,,"Birmingham, AL",51 to 200 Employees,Company - Private,Financial Transaction Processing,Financial Services,$5 to $25 million (USD),5.0,4.0,5.0,4.7,5.0,2024-02-16,70393.0,AL,3768,Data Analyst,"['{""key_words"": [""SQL"", ""Power BI"", ""MS Excel"", ""data modeling"", ""data visualization"", ""unstructured data"", ""complex joins"", ""stored procedures""]}']","{""key_words"": [""SQL"", ""Power BI"", ""MS Excel"", ""data modeling"", ""data visualization"", ""unstructured data"", ""complex joins"", ""stored procedures""]}",8
1009122764158,ValleyStar Credit Union,2.5,"Roanoke, VA",Unknown,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,2.3,3.9,2.2,2.5,3.3,2024-02-16,65860.0,VA,3058,Data Analyst,"['{""key_words"": [""Data Analysis"", ""Data Interpretation"", ""Data Representation"", ""Data Analysis and Reporting tools"", ""Data Strategy"", ""SSMS"", ""Power BI"", ""Oracle"", ""Azure"", ""AWS"", ""SQL"", ""Python"", ""R"", ""JavaScript/HTML"", ""PowerShell""]}']","{""key_words"": [""Data Analysis"", ""Data Interpretation"", ""Data Representation"", ""Data Analysis and Reporting tools"", ""Data Strategy"", ""SSMS"", ""Power BI"", ""Oracle"", ""Azure"", ""AWS"", ""SQL"", ""Python"", ""R"", ""JavaScript/HTML"", ""PowerShell""]}",15
1009128043446,Region 1 Planning Council,5.0,"Rockford, IL",1 to 50 Employees,Government,State & Regional Agencies,Government & Public Administration,$1 to $5 million (USD),4.3,3.6,4.6,4.6,4.2,2024-02-16,39000.0,IL,8025,Data Analyst,"['{""key_words"": [""data analysis"", ""data visualization"", ""data management"", ""data architecture"", ""data collection"", ""data storage"", ""data arrangement"", ""data integration"", ""data systems"", ""data security"", ""data maintenance"", ""data updates"", ""data formatting"", ""data repository"", ""data tracking"", ""data requests"", ""data assistance"", ""data organization"", ""data standardization"", ""analytical calculations"", ""trend identification"", ""pattern identification"", ""dataset design"", ""metric selection"", ""data communications"", ""data visualizations"", ""graphs"", ""charts"", ""visual communication tools"", ""scorecards"", ""dashboards"", ""data research"", ""data gathering"", ""data-informed studies"", ""technical data"", ""MS Office Suite"", ""Stata"", ""R"", ""SPSS"", ""Tableau"", ""Adobe Suite"", ""statistical analysis"", ""social data analysis"", ""data science"", ""economic research"", ""demographic research"", ""quantitative analysis"", ""qualitative analysis"", ""economic data"", ""social data"", ""web-searching skills"", ""computer literacy"", ""MS Office Suite"", ""Excel"", ""Adobe Creative Cloud"", ""InDesign"", ""Photoshop"", ""Illustrator"", ""writing skills"", ""Javascript"", ""Python"", ""R"", ""HTML"", ""SASS/CSS"", ""plotly"", ""ggplot2"", ""data visualization programs"", ""database programs"", ""ArcGIS""]}']","{""key_words"": [""data analysis"", ""data visualization"", ""data management"", ""data architecture"", ""data collection"", ""data storage"", ""data arrangement"", ""data integration"", ""data systems"", ""data security"", ""data maintenance"", ""data updates"", ""data formatting"", ""data repository"", ""data tracking"", ""data requests"", ""data assistance"", ""data organization"", ""data standardization"", ""analytical calculations"", ""trend identification"", ""pattern identification"", ""dataset design"", ""metric selection"", ""data communications"", ""data visualizations"", ""graphs"", ""charts"", ""visual communication tools"", ""scorecards"", ""dashboards"", ""data research"", ""data gathering"", ""data-informed studies"", ""technical data"", ""MS Office Suite"", ""Stata"", ""R"", ""SPSS"", ""Tableau"", ""Adobe Suite"", ""statistical analysis"", ""social data analysis"", ""data science"", ""economic research"", ""demographic research"", ""quantitative analysis"", ""qualitative analysis"", ""economic data"", ""social data"", ""web-searching skills"", ""computer literacy"", ""MS Office Suite"", ""Excel"", ""Adobe Creative Cloud"", ""InDesign"", ""Photoshop"", ""Illustrator"", ""writing skills"", ""Javascript"", ""Python"", ""R"", ""HTML"", ""SASS/CSS"", ""plotly"", ""ggplot2"", ""data visualization programs"", ""database programs"", ""ArcGIS""]}",69
1009124838813,"Rantec Power Systems, Inc.",3.5,"Los Osos, CA",51 to 200 Employees,Company - Private,Electronics Manufacturing,Manufacturing,$25 to $100 million (USD),3.3,3.5,3.2,2.9,3.0,2024-02-16,75608.0,CA,4741,Data Analyst,"['{""key_words"": [""data analytics"", ""database management"", ""data visualizations"", ""data governance"", ""data security"", ""Qlik/Crystal Reports"", ""Birst"", ""SQL Server Reporting Services"", ""Microsoft Office suite"", ""Infor Birst"", ""Infor Syteline""]}']","{""key_words"": [""data analytics"", ""database management"", ""data visualizations"", ""data governance"", ""data security"", ""Qlik/Crystal Reports"", ""Birst"", ""SQL Server Reporting Services"", ""Microsoft Office suite"", ""Infor Birst"", ""Infor Syteline""]}",11
1009097900478,PrimeWest Health,4.1,"Alexandria, MN",51 to 200 Employees,Government,Insurance Carriers,Insurance,Unknown / Non-Applicable,4.0,4.1,3.8,3.8,4.0,2024-02-16,57500.0,MN,4617,Data Analyst,"['{""key_words"": [""SQL"", ""SSRS"", ""Power BI"", ""Confluence"", ""Data collection"", ""Data manipulation"", ""Data transformation"", ""Data analysis"", ""Data interpretation"", ""Statistical techniques"", ""Logistic skills"", ""Quantitative skills"", ""Analytical skills"", ""Translation of technical language"", ""Report writing"", ""Presentation of analysis and results"", ""Word"", ""Excel"", ""Outlook"", ""Relational databases"", ""Queries"", ""Linking and accessing data""]}']","{""key_words"": [""SQL"", ""SSRS"", ""Power BI"", ""Confluence"", ""Data collection"", ""Data manipulation"", ""Data transformation"", ""Data analysis"", ""Data interpretation"", ""Statistical techniques"", ""Logistic skills"", ""Quantitative skills"", ""Analytical skills"", ""Translation of technical language"", ""Report writing"", ""Presentation of analysis and results"", ""Word"", ""Excel"", ""Outlook"", ""Relational databases"", ""Queries"", ""Linking and accessing data""]}",22
1009128289361,Certec Consulting,5.0,"New York, NY",Unknown,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,5.0,5.0,5.0,4.6,5.0,2024-02-16,150800.0,NY,3821,Data Analyst,"['{""key_words"": [""User Acceptance Testing"", ""User stories"", ""Data Analysis"", ""BDD"", ""SQL"", ""SDLC"", ""Agile"", ""Nasdaq SMARTS""]}']","{""key_words"": [""User Acceptance Testing"", ""User stories"", ""Data Analysis"", ""BDD"", ""SQL"", ""SDLC"", ""Agile"", ""Nasdaq SMARTS""]}",8
1009124704978,Motion Recruitment,3.4,"Charlotte, NC",51 to 200 Employees,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,3.6,3.0,3.3,3.5,2.9,2024-02-16,136448.0,NC,2359,Data Analyst,"['{""key_words"": [""Data Management"", ""Business Analysis"", ""Analytics"", ""Project Management"", ""SQL"", ""Financial background"", ""General ledger tools"", ""Financial industry accounting"", ""Data governance""]}']","{""key_words"": [""Data Management"", ""Business Analysis"", ""Analytics"", ""Project Management"", ""SQL"", ""Financial background"", ""General ledger tools"", ""Financial industry accounting"", ""Data governance""]}",9
